User-ID,ISBN,Book-Rating
276762,3404122879,0
276762,3404182928,0
276762,3426690179,0
276762,3442424216,0
276762,3442425573,0
276762,3453092007,8
276762,3453176944,0
276762,3453185137,0
276762,3453877241,0
276762,3517017442,0
276762,3596125006,0
159390,3404122879,10
159390,3499121581,0
159390,1853260207,6
159390,3423078421,0
159390,3442359015,0
159390,3442426677,7
159390,3426771365,8
159390,3404117905,8
159390,3442452643,7
159390,3442452864,0
159390,3518403265,0
159390,3404283139,8
159390,3100478193,0
159390,3150076986,0
159390,3257061242,0
159390,3404139895,7
159390,3404144813,0
159390,3404920821,9
159390,3406330185,9
159390,3438041014,0
159390,3442245710,0
159390,3442425298,0
159390,3442448549,0
159390,3442449642,0
159390,3453032780,7
159390,3453211871,9
159390,3458161295,6
159390,3478088046,0
159390,3492036902,0
159390,3502512515,0
159390,3502517843,8
159390,3518022733,0
159390,3518402218,0
159390,3519121433,5
159390,3887690133,0
78941,3442424216,0
78941,3442413508,0
78941,3442437717,0
78941,3596122279,0
78941,059035342X,0
78941,3492045170,0
78941,3701709343,0
78941,3746613531,0
78941,3746616360,9
78941,3746618169,0
78941,3442433495,0
78941,042513699X,0
78941,3442446929,7
78941,3442541751,0
78941,3746617219,0
78941,3548234267,0
78941,3518381768,0
78941,3455024998,0
78941,3426605422,0
78941,3216302873,0
78941,3746612322,0
78941,3100478258,8
78941,3522174283,0
78941,3701704600,0
78941,3257204817,0
78941,3462023020,0
78941,3423243600,0
78941,3150043921,0
78941,3150092817,0
78941,3150097282,0
78941,3203755130,0
78941,3216305724,0
78941,3216306119,0
78941,3351028776,0
78941,3351028954,0
78941,3351029373,0
78941,3401019767,0
78941,3442446740,0
78941,3455063268,0
78941,3458320601,0
78941,3462000535,0
78941,3518122924,0
78941,3518389912,0
78941,3548600816,0
78941,3552051740,0
78941,3552051805,0
78941,3552051813,0
78941,3552051848,0
78941,3596114020,0
78941,3596247217,0
78941,3701310319,0
78941,3707601358,0
78941,3746611148,0
78941,3746613485,0
78941,3746616956,0
78941,3746617359,0
78941,3746617979,0
78941,3746618606,0
78941,3746651239,0
78941,3746660890,0
78941,3746660939,0
78941,3810506605,0
78941,3813501213,0
78941,3852184177,0
98707,3442424216,7
98707,3499102315,0
98707,3442433495,0
98707,3423002565,0
98707,3426614960,5
98707,3257219253,0
98707,3442431964,7
98707,3518117874,0
98707,3442351715,0
98707,3442449073,0
98707,3499146118,7
98707,3717580566,5
142454,3442424216,0
142454,3404145909,0
142454,031284879X,0
142454,3423000015,0
142454,3453198875,0
142454,3548252028,0
142454,3442098424,10
142454,3453177622,0
142454,3404139674,0
142454,3404118839,0
142454,3442430879,0
142454,3442442532,10
142454,3404148665,0
142454,3426612828,9
142454,3442446929,0
142454,3596102871,10
142454,3426617277,0
142454,3453151704,0
142454,3442309026,0
142454,3442446759,0
142454,3492227694,0
142454,3548255558,0
142454,3442415993,0
142454,3453062345,0
142454,3442416523,0
142454,3442421322,0
142454,3576131086,0
142454,3257228694,0
142454,3570005836,0
142454,3462014153,0
142454,3548256600,5
142454,3268000355,0
142454,3426618257,0
142454,3426701960,8
142454,3442351243,0
142454,3442355710,0
142454,3499228696,0
142454,3593367718,0
142454,3442350247,0
142454,3404141970,8
142454,3596152771,0
142454,3453075358,0
142454,3723509010,0
142454,3404138716,0
142454,3442441641,0
142454,3462027255,0
142454,3442431964,0
142454,3455085989,0
142454,3442351901,10
142454,3453162358,0
142454,3404148428,0
142454,3404143361,0
142454,3442415519,0
142454,3499129612,0
142454,3453186958,0
142454,3426038269,0
142454,2020232839,0
142454,3203795256,0
142454,3216306054,0
142454,3293200583,0
142454,3401044923,0
142454,3404123271,0
142454,3404129113,0
142454,3404131312,9
142454,3404137434,0
142454,3404138791,0
142454,3404161521,0
142454,3404203739,10
142454,3404203763,10
142454,3404283139,10
142454,3404612388,0
142454,3404614984,0
142454,3404920120,0
142454,3404920694,0
142454,3426609290,0
142454,3426611724,0
142454,3426618265,6
142454,3426630966,0
142454,3442094372,0
142454,3442164664,0
142454,3442249503,0
142454,3442355338,0
142454,3442356563,0
142454,3442356644,8
142454,3442729807,0
142454,3453001842,0
142454,3453064372,0
142454,3453089308,0
142454,3453125088,0
142454,3453136527,0
142454,3453148207,9
142454,3453160975,0
142454,3453171969,0
142454,3453177525,0
142454,3453186869,0
142454,3453864786,0
142454,3453869753,10
142454,3453869885,0
142454,3471773487,7
142454,3492265138,0
142454,3492700098,0
142454,3499143240,0
142454,3499226448,0
142454,3499262428,0
142454,3499264447,0
142454,3502107165,0
142454,3502518696,0
142454,3522171861,10
142454,3552039082,0
142454,3596152925,0
142454,3596156262,0
142454,3596506239,8
142454,3612276093,0
142454,3746617405,0
142454,3776622520,10
142454,3785720076,10
142454,3785720157,0
142454,3805205597,0
142454,3821824697,0
35433,3453092007,8
35433,3492231322,7
35433,3551551685,0
35433,3453061187,9
35433,3453211014,8
35433,3453150538,0
35433,3257228007,10
35433,3453002393,9
35433,3453007867,8
35433,3499150425,10
35433,3426600218,9
35433,3404143744,8
35433,3257233051,5
35433,3404118960,10
35433,3404121686,8
35433,3518390473,4
35433,3499123665,10
35433,3453159926,8
35433,3442431875,9
35433,3404123425,0
35433,3442420970,5
35433,3442092639,8
35433,3404144783,6
35433,3455024947,9
35433,3404148665,9
35433,3404129423,0
35433,3453052544,10
35433,3548254152,7
35433,3596259924,7
35433,3596282225,6
35433,3404130014,9
35433,3404141849,7
35433,3453003128,8
35433,3453021347,9
35433,3453023099,0
35433,3453036972,9
35433,3453171721,9
35433,3257229666,9
35433,3426619466,7
35433,3404128753,10
35433,3518398962,0
35433,3453099737,8
35433,3423117370,0
35433,3442416523,0
35433,3442451140,7
35433,3453033264,8
35433,3442440904,6
35433,3455024998,9
35433,3608934227,0
35433,3453152204,0
35433,3453210697,8
35433,068140969X,9
35433,3216305082,5
35433,3250600571,0
35433,3257056052,10
35433,3257062001,8
35433,3257063032,0
35433,3257063067,0
35433,3257231180,8
35433,3293000819,9
35433,3404127633,9
35433,3404130081,9
35433,3404139291,8
35433,3404139585,9
35433,3404145151,7
35433,3404146905,0
35433,3404147138,9
35433,3404149076,8
35433,3404253418,6
35433,3404614682,0
35433,3426608650,9
35433,3426615177,0
35433,3426617048,9
35433,3426618672,9
35433,3426771365,5
35433,3426772574,8
35433,3442352355,6
35433,3442352894,7
35433,3442355001,7
35433,3442413443,0
35433,3442414806,7
35433,3442415578,7
35433,3442416469,0
35433,3442416582,0
35433,3442421306,0
35433,3442429536,8
35433,3442435374,0
35433,3442437725,0
35433,3442439973,7
35433,3442447305,7
35433,3442448131,10
35433,3442451221,9
35433,3442451949,9
35433,3442453984,0
35433,3442454840,8
35433,3442729106,5
35433,3446173471,0
35433,3446176837,0
35433,3446200584,8
35433,3453064186,7
35433,3453074971,9
35433,3453088506,0
35433,3453092201,8
35433,3453093038,0
35433,3453094689,8
35433,3453099168,8
35433,3453116143,8
35433,3453123867,9
35433,3453124499,10
35433,3453125150,7
35433,3453129520,9
35433,3453137140,7
35433,3453147596,5
35433,3453157931,8
35433,3453160819,9
35433,3453162935,9
35433,3453173090,0
35433,3453210492,6
35433,3453212924,9
35433,3453213998,9
35433,3453503384,9
35433,3453861876,0
35433,3453863674,0
35433,3453864980,8
35433,3453868560,9
35433,3453870085,0
35433,3455024920,9
35433,3455024963,8
35433,3455024971,9
35433,3455062644,8
35433,3455302084,0
35433,3455303080,0
35433,3458171703,0
35433,3462028448,8
35433,3462032054,6
35433,3471772707,9
35433,3471794336,7
35433,3491240263,9
35433,3491420091,10
35433,3492038891,7
35433,3492235484,0
35433,3498090275,0
35433,3499226340,6
35433,3499227983,8
35433,3518375806,6
35433,3518383078,7
35433,3522700503,9
35433,3522719255,7
35433,3526417857,8
35433,3548245641,9
35433,3548252729,9
35433,3548253326,9
35433,3548253881,9
35433,3548255019,8
35433,3548255868,8
35433,3548680127,5
35433,3550071434,8
35433,3550083491,0
35433,3550101988,0
35433,3570003191,0
35433,3570122964,0
35433,3596116163,8
35433,3596131685,5
35433,3596148359,0
35433,3596256925,0
35433,3596506271,7
35433,3608934219,0
35433,3764501219,0
35433,3785706774,7
35433,3785707657,8
35433,3785707886,8
35433,3785708521,0
35433,3785708904,8
35433,3785708920,7
35433,3785709838,0
35433,3795117569,8
35433,3802533089,8
35433,3898302830,7
211460,3453176944,0
211460,3608935428,10
211460,3608935436,10
211460,3492045170,0
211460,3548359698,0
211460,031284879X,0
211460,3404143744,8
211460,3453099311,0
211460,3548250459,0
211460,3548252486,0
211460,044021145X,0
211460,081257639X,0
211460,015602943X,0
211460,044922046X,10
211460,055357258X,10
211460,055357602X,0
211460,3404148665,0
211460,3442446929,0
211460,3404130014,10
211460,3492227694,10
211460,1401014089,0
211460,1401030130,0
211460,3257204817,0
211460,000617616X,0
211460,067145160X,0
211460,3268000355,0
211460,3426701960,0
211460,3442351243,0
211460,3442355710,0
211460,1853710725,0
211460,3442424763,0
211460,3426609576,10
211460,3426609738,9
211460,3442423252,0
211460,3404137434,0
211460,3404161521,0
211460,3426611724,0
211460,3442355338,0
211460,3426192683,0
211460,1929953003,0
211460,3404186516,0
211460,3423205881,0
211460,3442422167,0
211460,3442446872,0
211460,3499222280,0
196493,3453877241,0
196493,3551551677,8
196493,3551551685,9
196493,3596247500,0
196493,3596200547,0
196493,3518396129,0
196493,3423078006,0
196493,3746614007,0
196493,3596282225,0
196493,3596151252,7
196493,3404202635,0
196493,3423242345,0
196493,3442446759,10
196493,3596150655,7
196493,3453216253,8
196493,3404131215,7
196493,3442416523,9
196493,3404114787,0
196493,3453093038,0
196493,3453147596,0
196493,3453863674,10
196493,3453023757,7
196493,3426195674,0
196493,3462023020,0
196493,3499129736,0
196493,3453053710,8
196493,3404138716,0
196493,3453072332,0
196493,B00009EF82,0
196493,3404143930,9
196493,3442415519,0
196493,3404283139,0
196493,3404139895,0
196493,3404203909,0
196493,3442245672,0
196493,3453077571,9
261105,3596125006,0
261105,2070406962,0
261105,2226135022,10
261105,2266102028,0
261105,2266104535,0
261105,3596147700,0
261105,3499153629,0
261105,3596154766,0
261105,3442455707,0
261105,8880891766,0
261105,9029537353,0
261105,2253141704,0
261105,2253150711,0
261105,3453172620,5
